AS/1,AS/1/ID,AS/1/LABEL,AS/2,AS/2/ID,AS/2/LABEL,AS/3,AS/3/ID,AS/3/LABEL,AS/4,AS/4/ID,AS/4/LABEL,AS/5,AS/5/ID,AS/5/LABEL,AS/6,AS/6/ID,AS/6/LABEL,AS/7,AS/7/ID,AS/7/LABEL,AS/8,AS/8/ID,AS/8/LABEL,AS/9,AS/9/ID,AS/9/LABEL,AS/10,AS/10/ID,AS/10/LABEL,AS/11,AS/11/ID,AS/11/LABEL,AS/12,AS/12/ID,AS/12/LABEL,CT/1 - Sources,BGene/1,NV notes
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,memory T cell,CL:0000813,memory T cell,"CD8-positive, alpha-beta memory T cell",CL:0000909,"CD8-positive, alpha-beta memory T cell",granzyme K-associated CD8 T cell,CL:4052021,granzyme K-associated CD8 T cell,,,,,,,pan-human-azimuth,sc_transcriptomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,naive T cell,CL:0000898,naive T cell,"naive thymus-derived CD4-positive, alpha-beta T cell",CL:0000895,"naive thymus-derived CD4-positive, alpha-beta T cell",,,,,,,,,,pan-human-azimuth,sc_transcriptomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,immature T cell,CL:0002420,immature T cell,thymocyte,CL:0000893,thymocyte,"double-positive, alpha-beta thymocyte",CL:0000809,"double-positive, alpha-beta thymocyte",,,,,,,,,,pan-human-azimuth,sc_transcriptomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,naive T cell,CL:0000898,naive T cell,"naive thymus-derived CD8-positive, alpha-beta T cell",CL:0000900,"naive thymus-derived CD8-positive, alpha-beta T cell",,,,,,,,,,pan-human-azimuth,sc_transcriptomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,immature T cell,CL:0002420,immature T cell,thymocyte,CL:0000893,thymocyte,double negative thymocyte,CL:0002489,double negative thymocyte,,,,,,,,,,pan-human-azimuth,sc_transcriptomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,cycling T cell,CL:4033069,cycling T cell,,,,,,,,,,,,,,,,pan-human-azimuth,sc_transcriptomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,mucosal-associated invariant T cell,CL:0000940,mucosal-associated invariant T cell,,,,,,,,,,pan-human-azimuth,sc_transcriptomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,"CD4-positive, alpha-beta T cell",CL:0000624,"CD4-positive, alpha-beta T cell","CD4-positive, CD25-positive, alpha-beta regulatory T cell",CL:0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",,,,,,,pan-human-azimuth,sc_transcriptomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,memory T cell,CL:0000813,memory T cell,,,,,,,,,,,,,pan-human-azimuth,sc_transcriptomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,alpha-beta T cell,CL:0000789,alpha-beta T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,"CD4-positive, alpha-beta T cell",CL:0000624,"CD4-positive, alpha-beta T cell","CD4-positive, alpha-beta cytotoxic T cell",CL:0000934,"CD4-positive, alpha-beta cytotoxic T cell",,,,,,,pan-human-azimuth,sc_transcriptomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,alpha-beta T cell,CL:0000789,alpha-beta T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,"CD8-positive, alpha-beta T cell",CL:0000625,"CD8-positive, alpha-beta T cell","CD8-positive, alpha-beta memory T cell",CL:0000909,"CD8-positive, alpha-beta memory T cell",,,,,,,pan-human-azimuth,sc_transcriptomics,
cell,CL:0000000,cell,endothelial cell,CL:0000115,endothelial cell,endothelial cell of vascular tree,CL:0002139,endothelial cell of vascular tree,blood vessel endothelial cell,CL:0000071,blood vessel endothelial cell,microvascular endothelial cell,CL:2000008,microvascular endothelial cell,capillary endothelial cell,CL:0002144,capillary endothelial cell,pulmonary capillary endothelial cell,CL:4028001,pulmonary capillary endothelial cell,alveolar capillary type 2 endothelial cell,CL:4028003,alveolar capillary type 2 endothelial cell,,,,,,,,,,,,,pan-human-azimuth,sc_transcriptomics,
cell,CL:0000000,cell,endothelial cell,CL:0000115,endothelial cell,endothelial cell of vascular tree,CL:0002139,endothelial cell of vascular tree,blood vessel endothelial cell,CL:0000071,blood vessel endothelial cell,vein endothelial cell,CL:0002543,vein endothelial cell,,,,,,,,,,,,,,,,,,,,,,pan-human-azimuth,sc_transcriptomics,
cell,CL:0000000,cell,endothelial cell,CL:0000115,endothelial cell,endothelial cell of vascular tree,CL:0002139,endothelial cell of vascular tree,blood vessel endothelial cell,CL:0000071,blood vessel endothelial cell,vein endothelial cell,CL:0002543,vein endothelial cell,fetal vein endothelial cell,CL:4047011,fetal vein endothelial cell,,,,,,,,,,,,,,,,,,,pan-human-azimuth,sc_transcriptomics,
cell,CL:0000000,cell,endothelial cell,CL:0000115,endothelial cell,endothelial cell of vascular tree,CL:0002139,endothelial cell of vascular tree,endothelial cell of lymphatic vessel,CL:0002138,endothelial cell of lymphatic vessel,,,,,,,,,,,,,,,,,,,,,,,,,pan-human-azimuth,sc_transcriptomics,
cell,CL:0000000,cell,endothelial cell,CL:0000115,endothelial cell,endothelial cell of vascular tree,CL:0002139,endothelial cell of vascular tree,blood vessel endothelial cell,CL:0000071,blood vessel endothelial cell,microvascular endothelial cell,CL:2000008,microvascular endothelial cell,capillary endothelial cell,CL:0002144,capillary endothelial cell,,,,,,,,,,,,,,,,,,,pan-human-azimuth,sc_transcriptomics,
cell,CL:0000000,cell,endothelial cell,CL:0000115,endothelial cell,cardiac endothelial cell,CL:0010008,cardiac endothelial cell,endocardial cell,CL:0002350,endocardial cell,,,,,,,,,,,,,,,,,,,,,,,,,pan-human-azimuth,sc_transcriptomics,
cell,CL:0000000,cell,endothelial cell,CL:0000115,endothelial cell,endothelial cell of vascular tree,CL:0002139,endothelial cell of vascular tree,blood vessel endothelial cell,CL:0000071,blood vessel endothelial cell,endothelial tip cell,CL:0000704,endothelial tip cell,,,,,,,,,,,,,,,,,,,,,,pan-human-azimuth,sc_transcriptomics,
cell,CL:0000000,cell,endothelial cell,CL:0000115,endothelial cell,endothelial cell of vascular tree,CL:0002139,endothelial cell of vascular tree,blood vessel endothelial cell,CL:0000071,blood vessel endothelial cell,endothelial cell of artery,CL:1000413,endothelial cell of artery,fetal artery endothelial cell,CL:4047006,fetal artery endothelial cell,,,,,,,,,,,,,,,,,,,pan-human-azimuth,sc_transcriptomics,
cell,CL:0000000,cell,endothelial cell,CL:0000115,endothelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pan-human-azimuth,sc_transcriptomics,
cell,CL:0000000,cell,endothelial cell,CL:0000115,endothelial cell,endothelial cell of vascular tree,CL:0002139,endothelial cell of vascular tree,blood vessel endothelial cell,CL:0000071,blood vessel endothelial cell,endothelial cell of artery,CL:1000413,endothelial cell of artery,,,,,,,,,,,,,,,,,,,,,,pan-human-azimuth,sc_transcriptomics,
cell,CL:0000000,cell,neural cell,CL:0002319,neural cell,neuron associated cell,CL:0000095,neuron associated cell,glial cell,CL:0000125,glial cell,,,,,,,,,,,,,,,,,,,,,,,,,pan-human-azimuth,sc_transcriptomics,
cell,CL:0000000,cell,neural cell,CL:0002319,neural cell,neuron associated cell,CL:0000095,neuron associated cell,glial cell,CL:0000125,glial cell,radial glial cell,CL:0000681,radial glial cell,Mueller cell,CL:0000636,Mueller cell,,,,,,,,,,,,,,,,,,,pan-human-azimuth,sc_transcriptomics,
cell,CL:0000000,cell,neural cell,CL:0002319,neural cell,neuron associated cell,CL:0000095,neuron associated cell,glial cell,CL:0000125,glial cell,macroglial cell,CL:0000126,macroglial cell,astrocyte,CL:0000127,astrocyte,,,,,,,,,,,,,,,,,,,pan-human-azimuth,sc_transcriptomics,
cell,CL:0000000,cell,neural cell,CL:0002319,neural cell,neuron associated cell,CL:0000095,neuron associated cell,glial cell,CL:0000125,glial cell,macroglial cell,CL:0000126,macroglial cell,oligodendrocyte,CL:0000128,oligodendrocyte,,,,,,,,,,,,,,,,,,,pan-human-azimuth,sc_transcriptomics,
cell,CL:0000000,cell,neural cell,CL:0002319,neural cell,neuron associated cell,CL:0000095,neuron associated cell,glial cell,CL:0000125,glial cell,cycling glial cell,CL:4047002,cycling glial cell,,,,,,,,,,,,,,,,,,,,,,pan-human-azimuth,sc_transcriptomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,myeloid leukocyte,CL:0000766,myeloid leukocyte,macrophage,CL:0000235,macrophage,tissue-resident macrophage,CL:0000864,tissue-resident macrophage,central nervous system macrophage,CL:0000878,central nervous system macrophage,microglial cell,CL:0000129,microglial cell,,,,,,,,,,,,,pan-human-azimuth,sc_transcriptomics,
cell,CL:0000000,cell,connective tissue cell,CL:0002320,connective tissue cell,adipocyte,CL:0000136,adipocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,pan-human-azimuth,sc_transcriptomics,
cell,CL:0000000,cell,melanocyte,CL:0000148,melanocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pan-human-azimuth,sc_transcriptomics,
cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,endo-epithelial cell,CL:0002076,endo-epithelial cell,epithelial cell of alimentary canal,CL:0002251,epithelial cell of alimentary canal,epithelial cell of stomach,CL:0002178,epithelial cell of stomach,glandular epithelial cell of stomach,CL:0002659,glandular epithelial cell of stomach,peptic cell,CL:0000155,peptic cell,,,,,,,,,,,,,,,,pan-human-azimuth,sc_transcriptomics,
cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,secretory epithelial cell,CL:1100001,secretory epithelial cell,glandular secretory epithelial cell,CL:0000150,glandular secretory epithelial cell,acinar cell,CL:0000622,acinar cell,pancreatic acinar cell,CL:0002064,pancreatic acinar cell,,,,,,,,,,,,,,,,,,,pan-human-azimuth,sc_transcriptomics,
cell,CL:0000000,cell,muscle cell,CL:0000187,muscle cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pan-human-azimuth,sc_transcriptomics,
cell,CL:0000000,cell,muscle cell,CL:0000187,muscle cell,striated muscle cell,CL:0000737,striated muscle cell,cardiac muscle cell,CL:0000746,cardiac muscle cell,regular cardiac myocyte,CL:0002098,regular cardiac myocyte,regular atrial cardiac myocyte,CL:0002129,regular atrial cardiac myocyte,,,,,,,,,,,,,,,,,,,pan-human-azimuth,sc_transcriptomics,
cell,CL:0000000,cell,muscle cell,CL:0000187,muscle cell,striated muscle cell,CL:0000737,striated muscle cell,myotube,CL:0002372,myotube,skeletal muscle fiber,CL:0008002,skeletal muscle fiber,extrafusal muscle fiber,CL:0008046,extrafusal muscle fiber,fast muscle cell,CL:0000190,fast muscle cell,,,,,,,,,,,,,,,,pan-human-azimuth,sc_transcriptomics,
cell,CL:0000000,cell,muscle cell,CL:0000187,muscle cell,striated muscle cell,CL:0000737,striated muscle cell,myotube,CL:0002372,myotube,skeletal muscle fiber,CL:0008002,skeletal muscle fiber,,,,,,,,,,,,,,,,,,,,,,pan-human-azimuth,sc_transcriptomics,
cell,CL:0000000,cell,muscle cell,CL:0000187,muscle cell,striated muscle cell,CL:0000737,striated muscle cell,cardiac muscle cell,CL:0000746,cardiac muscle cell,ventricular cardiac muscle cell,CL:2000046,ventricular cardiac muscle cell,,,,,,,,,,,,,,,,,,,,,,pan-human-azimuth,sc_transcriptomics,
cell,CL:0000000,cell,muscle cell,CL:0000187,muscle cell,striated muscle cell,CL:0000737,striated muscle cell,myotube,CL:0002372,myotube,skeletal muscle fiber,CL:0008002,skeletal muscle fiber,extrafusal muscle fiber,CL:0008046,extrafusal muscle fiber,slow muscle cell,CL:0000189,slow muscle cell,,,,,,,,,,,,,,,,pan-human-azimuth,sc_transcriptomics,
cell,CL:0000000,cell,muscle cell,CL:0000187,muscle cell,striated muscle cell,CL:0000737,striated muscle cell,cardiac muscle cell,CL:0000746,cardiac muscle cell,,,,,,,,,,,,,,,,,,,,,,,,,pan-human-azimuth,sc_transcriptomics,
cell,CL:0000000,cell,muscle cell,CL:0000187,muscle cell,non-striated muscle cell,CL:0008000,non-striated muscle cell,smooth muscle cell,CL:0000192,smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,vascular associated smooth muscle cell,,,,,,,,,,,,,,,,,,,,,,pan-human-azimuth,sc_transcriptomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,myeloid leukocyte,CL:0000766,myeloid leukocyte,macrophage,CL:0000235,macrophage,,,,,,,,,,,,,,,,,,,,,,pan-human-azimuth,sc_transcriptomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,myeloid leukocyte,CL:0000766,myeloid leukocyte,macrophage,CL:0000235,macrophage,tissue-resident macrophage,CL:0000864,tissue-resident macrophage,alveolar macrophage,CL:0000583,alveolar macrophage,,,,,,,,,,,,,,,,pan-human-azimuth,sc_transcriptomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,myeloid leukocyte,CL:0000766,myeloid leukocyte,macrophage,CL:0000235,macrophage,tissue-resident macrophage,CL:0000864,tissue-resident macrophage,,,,,,,,,,,,,,,,,,,pan-human-azimuth,sc_transcriptomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,myeloid leukocyte,CL:0000766,myeloid leukocyte,macrophage,CL:0000235,macrophage,elicited macrophage,CL:0000861,elicited macrophage,M1 macrophage,CL:0000863,M1 macrophage,,,,,,,,,,,,,,,,pan-human-azimuth,sc_transcriptomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,myeloid leukocyte,CL:0000766,myeloid leukocyte,macrophage,CL:0000235,macrophage,tissue-resident macrophage,CL:0000864,tissue-resident macrophage,placental resident macrophage,CL:4033087,placental resident macrophage,Hofbauer cell,CL:3000001,Hofbauer cell,,,,,,,,,,,,,pan-human-azimuth,sc_transcriptomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,myeloid leukocyte,CL:0000766,myeloid leukocyte,macrophage,CL:0000235,macrophage,cycling macrophage,CL:4033076,cycling macrophage,,,,,,,,,,,,,,,,,,,pan-human-azimuth,sc_transcriptomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,lymphocyte of B lineage,CL:0000945,lymphocyte of B lineage,B cell,CL:0000236,B cell,"B cell, CD19-positive",CL:0001201,"B cell, CD19-positive",mature B cell,CL:0000785,mature B cell,naive B cell,CL:0000788,naive B cell,,,,,,,pan-human-azimuth,sc_transcriptomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,lymphocyte of B lineage,CL:0000945,lymphocyte of B lineage,B cell,CL:0000236,B cell,"B cell, CD19-positive",CL:0001201,"B cell, CD19-positive",mature B cell,CL:0000785,mature B cell,germinal center B cell,CL:0000844,germinal center B cell,,,,,,,pan-human-azimuth,sc_transcriptomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,lymphocyte of B lineage,CL:0000945,lymphocyte of B lineage,B cell,CL:0000236,B cell,"B cell, CD19-positive",CL:0001201,"B cell, CD19-positive",mature B cell,CL:0000785,mature B cell,plasmablast,CL:0000980,plasmablast,,,,,,,pan-human-azimuth,sc_transcriptomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,lymphocyte of B lineage,CL:0000945,lymphocyte of B lineage,"lymphocyte of B lineage, CD19-positive",CL:0001200,"lymphocyte of B lineage, CD19-positive","B cell, CD19-positive",CL:0001201,"B cell, CD19-positive",mature B cell,CL:0000785,mature B cell,memory B cell,CL:0000787,memory B cell,,,,,,,pan-human-azimuth,sc_transcriptomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,lymphocyte of B lineage,CL:0000945,lymphocyte of B lineage,B cell,CL:0000236,B cell,cycling B cell,CL:4033068,cycling B cell,,,,,,,,,,,,,pan-human-azimuth,sc_transcriptomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,lymphocyte of B lineage,CL:0000945,lymphocyte of B lineage,B cell,CL:0000236,B cell,,,,,,,,,,,,,,,,pan-human-azimuth,sc_transcriptomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,lymphocyte of B lineage,CL:0000945,lymphocyte of B lineage,"lymphocyte of B lineage, CD19-positive",CL:0001200,"lymphocyte of B lineage, CD19-positive","B cell, CD19-positive",CL:0001201,"B cell, CD19-positive",precursor B cell,CL:0000817,precursor B cell,,,,,,,,,,pan-human-azimuth,sc_transcriptomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,mononuclear phagocyte,CL:0000113,mononuclear phagocyte,dendritic cell,CL:0000451,dendritic cell,conventional dendritic cell,CL:0000990,conventional dendritic cell,myeloid dendritic cell,CL:0000782,myeloid dendritic cell,CD1c-positive myeloid dendritic cell,CL:0002399,CD1c-positive myeloid dendritic cell,,,,,,,,,,pan-human-azimuth,sc_transcriptomics,
